plot_ID,azimuth,species,shrub,over_1_ft,over_4.5_ft,notes
SSF1mat3,240,FRAM,0,2,0,
SSF1mat4,120,FAGR,0,3,0,
CMSF11unh1,120,ACPE,0,1,1,
CMSF11unh1,0,ABBA,0,5,0,
CMSF11unh1,0,ACPE,0,9,0,
CMSF11unh1,120,ACSP2,0,1,0,
CMSF11unh1,120,ACPE,0,1,0,
CMSF11unh1,120,ABBA,0,2,0,
CMSF11unh1,240,ACPE,0,7,0,
CMSF11unh1,240,VIAL,2,0,0,
CMSF11unh1,240,ABBA,0,1,0,
CMSF11unh2,120,ABBA,0,1,0,
CMSF11unh2,120,ACSP2,0,2,0,
CMSF11unh2,120,FRAM,0,4,0,
CMSF11unh2,120,ACSA,0,1,2,
CMSF11unh2,240,QURU,0,1,0,
CMSF11unh2,240,ACPE,0,2,0,
CMSF11unh2,240,COCO,0,1,0,
CMSF11unh2,240,ABBA,0,1,0,
CMSF11unh3,120,ACSA,0,1,0,
CMSF11unh3,120,BEAL,0,2,0,
CMSF11unh3,240,ACSA,0,1,1,
CMSF11unh3,240,ACPE,0,1,0,
CMSF11unh3,0,ACSA,0,1,1,
CMSF11unh3,0,FAGR,0,1,0,
CMSF11unh4,240,ACSP2,0,8,0,
CMSF11unh4,240,COCO,0,0,4,
CMSF11unh4,240,ACPE,0,3,0,
CMSF11unh4,0,ACSP2,0,0,1,
CMSF11unh4,120,COCO,0,1,0,
CMSF11unh4,120,ACSP2,0,2,1,
CMSF11unh4,120,FAGR,0,0,1,
CMSF11unh4,120,ACPE,0,1,0,
CMSF62unh1,0,ACSA,0,1,0,
CMSF62unh1,0,ACPE,0,2,0,
CMSF62unh1,120,COCO,0,3,0,
CMSF62unh1,240,PRVI,0,2,0,chokecherry
CMSF62unh2,0,ABBA-dead,0,0,1,
CMSF62unh2,120,FAGR,0,1,0,
CMSF62unh3,0,ACPE,0,3,0,
CMSF62unh3,120,COCO,0,7,0,
CMSF62unh3,120,FAGR,0,1,0,
CMSF62unh3,240,ABBA-dead,0,1,0,
CMSF62unh4,0,QURU,0,1,0,
CMSF62unh4,0,ABBA,0,4,0,
CMSF62unh4,0,ABBA-dead,0,0,1,
CMSF62unh4,120,UNK-dead,0,1,0,
CMSF62unh4,240,ACRU,0,1,0,
CMSF62unh4,240,UNK-dead,0,0,1,
